Age,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,CD Account,County
52,35,95616,4,0.2,2,0,0,0,Yolo
57,40,91107,3,1.4,3,137,0,0,Los Angeles
63,84,94901,1,1.8,3,0,0,0,Marin
26,53,94720,2,1.6,3,0,0,0,Alameda
35,85,92870,4,4.0,3,0,0,0,Orange
58,138,94546,2,3.9,1,0,0,0,Alameda
32,71,95014,2,1.75,3,108,0,0,Santa Clara
64,113,92121,1,0.8,3,0,0,0,San Diego
50,23,94720,2,1.0,2,0,0,0,Alameda
34,62,92677,3,2.3,1,0,0,0,Orange
36,14,92673,4,0.2,3,100,0,0,Orange
43,60,91311,2,2.2,3,0,0,0,Los Angeles
28,94,92115,3,0.8,1,236,0,0,San Diego
64,83,95616,3,1.8,2,0,0,0,Yolo
60,130,95741,3,6.3,3,437,1,1,Sacramento
62,61,93117,4,1.7,1,0,0,0,Santa Barbara
27,92,95616,2,3.1,1,178,0,0,Yolo
42,20,95351,2,0.8,3,117,0,0,Stanislaus
45,194,92110,2,8.8,1,428,0,0,San Diego
36,74,94305,1,2.5,1,0,0,0,Santa Clara
48,84,90024,2,0.4,3,145,0,0,Los Angeles
65,98,95064,3,1.8,2,333,0,0,Santa Cruz
39,52,92093,3,2.33,1,0,0,0,San Diego
51,55,93955,1,1.3,2,236,0,0,Monterey
30,64,94305,4,3.4,1,117,0,0,Santa Clara
65,128,90740,1,2.5,1,162,0,0,Orange
38,113,94720,4,1.7,2,0,1,0,Alameda
29,50,94010,3,1.1,2,0,0,0,San Mateo
42,54,94010,4,2.2,2,0,0,0,San Mateo
63,129,91326,1,0.9,1,366,0,0,Los Angeles
46,82,94523,4,0.4,1,0,0,0,Contra Costa
62,100,90277,4,1.7,2,0,0,0,Los Angeles
58,44,94111,4,2.2,1,0,0,0,San Francisco
56,164,94610,4,0.5,2,234,1,1,Alameda
56,81,92373,2,3.7,1,121,0,0,San Bernardino
34,71,95003,1,0.1,1,257,0,0,Santa Cruz
42,28,92866,1,0.5,3,90,0,0,Orange
30,80,92399,3,1.5,1,219,0,0,San Bernardino
61,90,95814,4,1.9,2,0,0,0,Sacramento
38,74,90274,1,3.6,2,0,0,0,Los Angeles
50,14,95762,2,0.7,3,0,0,0,El Dorado
61,23,91754,2,0.5,2,103,0,0,Los Angeles
41,153,92121,1,1.7,1,337,0,0,San Diego
42,38,94087,3,0.9,3,0,0,0,Santa Clara
29,112,94720,2,2.0,2,382,0,0,Alameda
51,145,90025,1,8.1,1,397,0,0,Los Angeles
32,28,94025,2,0.3,2,88,0,0,San Mateo
34,31,94115,4,1.1,3,0,0,0,San Francisco
26,195,94546,1,6.33,1,0,0,0,Alameda
54,50,92037,3,2.0,3,0,0,0,San Diego
38,71,95136,4,2.0,3,0,0,0,Santa Clara
62,21,95616,3,0.3,3,0,0,0,Yolo
37,35,90044,2,0.8,3,125,0,0,Los Angeles
46,42,92691,1,2.4,1,0,0,0,Orange
52,78,92008,4,3.6,3,141,0,0,San Diego
32,73,94305,4,2.2,2,0,0,0,Santa Clara
49,53,95134,2,1.0,3,181,0,0,Santa Clara
28,51,94086,2,1.6,3,123,0,0,Santa Clara
55,40,95521,2,2.3,3,0,0,0,Humboldt
52,178,94234,1,1.0,1,0,0,0,Sacramento
32,35,94005,2,0.3,1,0,0,0,San Mateo
31,192,90250,1,0.0,2,0,1,0,Los Angeles
27,123,95138,1,5.4,1,0,0,0,Santa Clara
32,48,94022,2,1.67,2,0,0,1,Santa Clara
52,45,91604,3,0.6,2,0,0,0,Los Angeles
52,15,95064,1,0.2,1,0,0,0,Santa Cruz
50,79,94304,1,0.3,1,120,0,0,Santa Clara
32,63,90024,4,2.0,2,0,0,0,Los Angeles
61,30,94720,2,0.2,3,0,0,0,Alameda
60,145,95616,4,6.9,1,380,1,0,Yolo
28,32,90095,3,1.0,2,0,0,0,Los Angeles
34,64,92346,2,0.1,1,224,0,0,San Bernardino
31,84,92692,1,0.1,1,0,0,0,Orange
31,21,94309,1,0.4,2,0,0,0,Santa Clara
62,99,95014,4,1.7,2,0,0,0,Santa Clara
47,35,94304,2,1.3,1,0,0,0,Santa Clara
50,180,94539,1,1.7,1,0,0,0,Alameda
36,42,93555,1,1.33,1,0,0,0,Kern
51,42,90245,4,0.1,3,0,0,0,Los Angeles
52,180,94545,2,9.0,2,297,1,0,Alameda
35,82,94131,4,3.4,1,0,0,0,San Francisco
42,55,91355,2,0.7,1,149,0,0,Los Angeles
36,79,90041,2,2.2,1,0,0,0,Los Angeles
41,48,92831,2,0.6,3,215,0,0,Orange
49,93,93117,1,2.7,1,0,0,0,Santa Barbara
57,23,92126,2,0.2,3,0,0,0,San Diego
44,50,95670,3,2.33,1,200,0,0,Sacramento
60,85,91367,2,2.0,1,0,0,0,Los Angeles
38,35,95051,1,1.5,2,97,0,0,Santa Clara
26,171,93943,3,6.0,2,0,1,0,Monterey
29,29,90266,4,1.5,2,0,0,0,Los Angeles
59,84,94588,1,1.8,3,0,0,0,Alameda
51,20,90401,4,0.5,2,0,0,0,Los Angeles
50,14,94124,1,0.4,3,0,0,0,San Francisco
35,179,91942,1,8.6,1,357,0,0,San Diego
61,48,91910,1,0.8,1,158,0,0,San Diego
42,74,90066,1,2.8,1,0,0,0,Los Angeles
55,53,95134,1,1.4,1,0,0,0,Santa Clara
50,83,92007,1,2.8,2,0,0,0,San Diego
64,171,90034,2,2.1,1,433,0,0,Los Angeles
54,85,92028,4,4.9,1,0,0,0,San Diego
50,38,95039,4,0.9,2,0,0,0,Monterey
31,85,92130,3,1.6,1,157,0,0,San Diego
32,79,92115,1,0.1,1,0,0,0,San Diego
44,69,92129,4,0.4,1,0,0,0,San Diego
60,43,94720,3,0.9,3,0,0,0,Alameda
60,33,91107,2,0.3,1,101,0,0,Los Angeles
62,42,95747,3,0.1,3,149,0,0,Placer
46,40,94025,4,1.9,3,122,0,0,San Mateo
57,43,91902,1,1.8,3,0,0,0,San Diego
30,20,94545,4,0.5,3,117,0,0,Alameda
58,65,95621,3,2.5,1,222,0,0,Sacramento
39,139,95616,3,3.4,1,483,1,0,Yolo
60,135,92612,3,0.3,3,0,1,0,Orange
59,84,94043,3,1.6,3,0,0,0,Santa Clara
50,179,92612,1,2.9,3,0,1,0,Orange
63,45,92870,4,1.3,2,86,0,0,Orange
27,109,93023,2,2.5,1,0,0,0,Ventura
54,34,93305,4,0.1,3,0,0,0,Kern
62,162,95051,1,1.3,1,0,0,0,Santa Clara
60,105,92103,2,1.4,1,0,0,0,San Diego
38,22,91380,3,0.2,2,0,0,0,Los Angeles
34,82,91775,2,1.8,1,178,0,0,Los Angeles
65,105,95616,4,1.7,2,230,0,0,Yolo
55,62,91711,1,1.8,3,0,0,0,Los Angeles
57,82,95032,2,2.0,1,83,0,0,Santa Clara
27,72,95616,4,0.0,1,0,0,0,Yolo
35,38,95762,4,1.7,1,0,0,0,El Dorado
52,25,90212,4,1.0,1,0,0,0,Los Angeles
45,20,94107,1,0.75,3,0,0,0,San Francisco
29,80,94305,4,1.8,2,0,0,0,Santa Clara
44,84,91330,3,1.1,1,0,0,0,Los Angeles
47,33,90095,1,1.0,1,0,0,0,Los Angeles
62,55,95039,3,0.9,3,0,0,0,Monterey
52,33,90095,2,0.7,2,0,0,0,Los Angeles
47,190,92831,4,0.3,3,305,1,0,Orange
42,43,91107,1,0.3,3,158,0,0,Los Angeles
65,45,95521,3,0.1,3,0,0,0,Humboldt
42,141,93407,1,3.5,1,0,0,0,San Luis Obispo
40,69,92009,4,2.4,1,0,0,0,San Diego
32,78,90401,4,0.1,2,0,0,0,Los Angeles
40,84,94521,1,3.7,3,0,0,0,Contra Costa
55,172,95064,1,5.2,2,0,1,0,Santa Cruz
32,51,93109,4,0.2,1,154,0,0,Santa Barbara
58,75,92121,1,1.4,3,0,0,0,San Diego
46,183,91605,1,3.1,2,0,1,1,Los Angeles
53,20,92123,4,0.4,3,0,0,0,San Diego
63,101,94306,2,3.9,3,294,1,0,Santa Clara
40,129,90089,1,5.9,3,0,1,0,Los Angeles
41,63,90745,2,3.2,1,0,0,0,Los Angeles
60,44,92126,4,2.1,1,0,0,0,San Diego
65,184,91302,1,5.4,3,176,1,1,Los Angeles
59,100,95064,2,2.0,1,127,0,0,Santa Cruz
48,12,90058,3,0.4,1,0,0,0,Los Angeles
59,68,94105,2,2.3,3,128,0,0,San Francisco
33,48,94019,1,1.0,1,212,0,0,San Mateo
40,82,93101,2,0.4,1,0,0,0,Santa Barbara
42,52,94061,2,2.5,1,0,0,0,San Mateo
65,154,92008,2,4.6,2,0,1,1,San Diego
30,39,91105,1,1.5,1,0,0,0,Los Angeles
30,40,91605,1,0.3,1,0,0,1,Los Angeles
42,54,94720,4,1.9,3,164,0,0,Alameda
32,32,94143,2,1.0,2,103,0,1,San Francisco
55,64,90250,2,2.3,3,0,0,0,Los Angeles
29,92,94539,2,1.3,1,287,0,0,Alameda
64,40,91330,1,2.5,3,94,0,0,Los Angeles
31,85,95828,2,1.3,1,119,0,0,Sacramento
31,35,95064,1,0.6,3,171,0,0,Santa Cruz
32,52,92660,2,0.1,1,0,0,0,Orange
58,128,90058,1,7.4,1,0,0,0,Los Angeles
26,195,90245,1,6.33,1,0,0,0,Los Angeles
51,68,92647,2,1.5,2,117,0,0,Orange
65,55,93106,2,1.1,1,0,0,0,Santa Barbara
43,55,90266,1,0.2,1,0,0,0,Los Angeles
46,80,95054,4,0.4,1,0,0,0,Santa Clara
28,123,92007,1,0.8,1,146,0,0,San Diego
63,90,94105,4,1.9,2,106,0,0,San Francisco
59,61,94025,1,1.4,3,0,0,0,San Mateo
42,41,94610,3,2.5,2,0,0,0,Alameda
58,43,94720,2,1.6,3,0,0,0,Alameda
39,71,95822,3,0.1,1,162,0,0,Sacramento
36,25,95051,4,1.0,1,0,0,0,Santa Clara
60,154,90740,1,3.0,2,0,1,1,Orange
47,141,90095,1,2.4,1,0,0,0,Los Angeles
29,22,92661,2,0.9,3,110,0,0,Orange
52,145,94131,2,6.8,1,0,0,0,San Francisco
41,49,92122,3,0.5,3,0,0,0,San Diego
63,109,90740,1,2.0,1,0,0,0,Orange
59,80,90086,3,0.5,1,0,0,0,Los Angeles
44,82,94555,4,1.4,2,201,0,0,Alameda
54,52,94102,4,2.5,1,0,0,0,San Francisco
29,85,90232,3,2.5,1,0,0,0,Los Angeles
51,148,90024,1,1.0,1,0,0,0,Los Angeles
63,160,91330,2,2.1,1,0,0,0,Los Angeles
36,39,90095,4,1.7,1,0,0,0,Los Angeles
42,25,94304,2,0.8,3,0,0,0,Santa Clara
51,33,93033,1,1.4,3,0,0,0,Ventura
47,38,92115,3,2.5,2,0,0,0,San Diego
40,85,92677,4,0.2,3,0,0,0,Orange
54,48,93022,1,0.2,1,0,0,0,Ventura
47,15,95207,4,0.6,3,77,0,0,San Joaquin
35,94,91343,1,0.0,1,174,0,0,Los Angeles
28,120,92333,2,0.6,1,0,0,0,San Bernardino
45,60,91911,1,0.7,3,159,0,0,San Diego
33,145,94303,2,4.33,1,277,0,0,Santa Clara
62,29,91107,2,0.7,3,0,0,0,Los Angeles
45,78,92129,3,2.67,2,0,0,0,San Diego
59,59,90005,4,1.2,2,0,0,0,Los Angeles
58,80,91116,2,4.5,3,0,0,0,Los Angeles
52,180,94305,1,1.0,1,0,0,0,Santa Clara
34,8,94710,3,0.1,2,83,0,0,Alameda
65,23,91711,1,1.5,3,0,0,0,Los Angeles
48,79,92124,2,3.8,3,0,0,0,San Diego
44,78,92064,2,3.8,3,268,0,0,San Diego
61,64,92028,1,0.0,2,0,0,0,San Diego
40,64,91320,4,0.2,3,0,0,0,Ventura
65,160,94803,4,3.8,1,237,1,0,Contra Costa
28,43,91304,1,1.0,3,102,0,0,Los Angeles
67,32,93943,1,1.1,3,0,0,0,Monterey
35,179,91125,2,0.0,1,76,0,0,Los Angeles
60,8,94143,1,0.1,1,0,0,0,San Francisco
55,40,94126,2,2.3,3,0,0,0,San Francisco
34,99,90245,4,2.2,2,155,0,0,Los Angeles
35,141,93022,2,4.5,2,0,1,0,Ventura
28,159,93907,1,1.5,1,0,0,0,Monterey
38,39,95825,2,0.3,1,174,0,0,Sacramento
62,99,91604,4,1.7,2,0,0,0,Los Angeles
30,18,95020,4,0.3,2,0,0,0,Santa Clara
38,38,94553,2,0.3,1,0,0,0,Contra Costa
33,133,90024,1,0.0,1,0,0,0,Los Angeles
58,84,91380,2,2.8,1,0,0,0,Los Angeles
59,60,90089,1,0.0,2,0,0,0,Los Angeles
52,178,92647,3,5.4,3,147,1,0,Orange
36,18,91330,1,0.5,3,0,0,0,Los Angeles
45,73,95020,1,0.8,3,0,0,0,Santa Clara
49,125,94022,1,7.3,1,0,0,0,Santa Clara
52,91,92173,1,4.3,2,0,1,1,San Diego
54,74,95014,2,1.1,1,0,0,0,Santa Clara
30,35,92130,2,0.3,2,0,0,0,San Diego
65,113,90036,1,2.0,1,0,0,0,Los Angeles
34,52,94720,4,2.2,2,0,0,0,Alameda
30,191,92028,2,4.4,2,0,1,0,San Diego
51,18,92109,1,0.3,3,93,0,0,San Diego
52,25,95138,2,0.0,1,0,0,0,Santa Clara
43,50,91006,4,1.9,3,0,0,0,Los Angeles
35,75,93940,4,0.7,3,0,0,0,Monterey
56,92,92647,2,4.5,3,0,0,0,Orange
57,33,95747,2,2.0,2,0,0,0,Placer
58,65,90266,3,2.2,3,0,0,0,Los Angeles
53,44,91604,3,1.7,1,0,0,0,Los Angeles
45,183,95211,2,1.4,1,354,0,0,San Joaquin
44,175,96150,2,1.4,1,0,0,0,El Dorado
54,28,94305,4,1.5,3,0,0,0,Santa Clara
41,49,92130,4,2.2,2,0,0,0,San Diego
52,45,92697,4,1.8,1,0,0,0,Orange
43,64,95053,4,3.0,3,221,1,0,Santa Clara
63,22,92115,3,0.1,3,90,0,0,San Diego
54,120,95039,1,7.4,1,119,0,0,Monterey
33,175,92354,2,6.7,1,102,0,0,San Bernardino
41,104,92037,1,1.0,3,0,0,0,San Diego
40,155,94002,4,0.1,3,0,1,1,San Mateo
43,58,95747,1,2.4,1,0,0,0,Placer
36,80,94608,4,2.2,2,0,0,0,Alameda
57,45,94117,1,1.8,3,195,0,0,San Francisco
34,134,94550,1,4.6,1,164,0,0,Alameda
38,58,91709,4,2.0,3,153,0,0,San Bernardino
47,20,94066,1,0.2,1,0,0,0,San Mateo
39,25,90304,4,1.5,3,0,0,0,Los Angeles
45,55,94588,1,0.3,1,0,0,0,Alameda
62,155,93943,1,1.3,1,0,0,0,Monterey
59,30,92084,1,1.3,1,0,0,0,San Diego
61,39,92096,4,0.4,1,0,0,0,San Diego
36,73,95617,4,2.0,3,188,0,0,Yolo
58,41,94608,4,1.3,1,0,0,0,Alameda
55,34,95820,4,0.1,3,157,0,0,Sacramento
29,21,90601,3,0.9,3,119,0,0,Los Angeles
34,11,91320,4,0.3,1,0,0,1,Ventura
61,154,92704,2,6.9,1,0,0,0,Orange
50,19,92612,4,0.4,3,0,0,0,Orange
52,101,93407,2,2.4,2,0,0,0,San Luis Obispo
39,24,92123,1,1.0,1,116,0,0,San Diego
55,131,92675,2,2.7,1,0,0,0,Orange
33,105,95136,1,4.0,1,0,0,0,Santa Clara
47,52,94720,1,1.2,2,194,0,0,Alameda
57,21,92037,4,0.9,2,113,0,0,San Diego
57,45,94305,3,1.4,1,198,0,0,Santa Clara
40,39,93117,1,2.0,1,0,0,0,Santa Barbara
50,192,94115,2,2.8,1,238,0,0,San Francisco
29,195,94301,1,4.3,1,0,0,0,Santa Clara
46,83,95616,3,0.7,1,0,0,0,Yolo
42,34,91302,3,1.0,2,0,0,0,Los Angeles
59,49,93009,4,1.7,2,104,0,0,Ventura
31,60,94143,4,4.0,3,244,0,0,San Francisco
51,41,94939,4,1.8,1,0,0,0,Marin
35,72,91320,3,2.3,1,285,0,0,Ventura
59,102,92677,4,3.0,2,115,1,0,Orange
35,31,95605,3,1.3,1,0,0,0,Yolo
46,73,93106,1,1.5,2,128,0,0,Santa Barbara
34,89,91763,1,0.0,1,0,0,0,San Bernardino
55,19,92109,4,0.7,3,121,0,0,San Diego
64,63,94706,4,1.2,2,0,0,0,Alameda
34,104,95758,3,1.2,3,0,0,0,Sacramento
61,40,95064,1,0.8,2,128,0,0,Santa Cruz
63,92,94710,2,0.0,3,0,0,0,Alameda
59,72,92350,2,0.7,2,226,0,0,San Bernardino
51,44,94305,3,1.9,2,141,0,0,Santa Clara
41,114,94705,4,3.5,1,0,1,0,Alameda
37,73,95758,4,2.4,1,0,0,0,Sacramento
64,63,91711,4,1.2,2,0,0,0,Los Angeles
44,69,92028,1,0.8,3,184,0,1,San Diego
62,42,92106,3,1.5,1,0,0,0,San Diego
50,88,90037,1,2.7,1,0,0,0,Los Angeles
43,98,92131,2,0.4,1,0,0,0,San Diego
34,65,92093,1,3.0,1,227,1,0,San Diego
38,12,94143,2,0.3,2,104,0,0,San Francisco
29,122,94305,4,3.0,1,0,1,0,Santa Clara
39,12,92093,2,0.0,3,0,0,0,San Diego
53,24,94105,2,0.2,1,0,0,0,San Francisco
43,170,92037,4,4.25,1,318,1,1,San Diego
61,184,92028,4,2.3,2,342,1,1,San Diego
46,25,93401,4,0.6,3,125,0,0,San Luis Obispo
57,131,90502,2,2.7,1,0,0,0,Los Angeles
59,50,94122,2,2.3,3,0,0,0,San Francisco
52,21,94035,2,0.4,1,0,0,0,Santa Clara
29,55,95616,3,1.1,2,0,0,0,Yolo
57,124,90049,1,0.2,2,0,1,0,Los Angeles
49,58,95819,4,2.6,1,188,0,0,Sacramento
39,72,95817,2,2.8,1,0,0,0,Sacramento
56,192,90089,1,7.0,3,0,1,1,Los Angeles
63,83,91320,3,1.8,2,0,0,0,Ventura
37,93,90025,1,2.8,1,0,0,0,Los Angeles
56,38,94305,3,1.0,3,110,0,0,Santa Clara
45,55,92606,4,1.9,3,164,0,0,Orange
66,11,92325,3,0.1,3,0,0,0,San Bernardino
40,85,94550,2,0.4,1,0,0,0,Alameda
50,124,93305,1,4.9,1,266,0,0,Kern
60,129,92028,2,6.0,1,0,0,0,San Diego
31,180,93407,1,4.3,1,0,0,0,San Luis Obispo
40,74,90245,4,1.4,2,0,0,0,Los Angeles
36,138,92152,1,7.0,3,86,1,0,San Diego
55,111,90502,2,3.6,3,0,1,0,Los Angeles
54,83,93555,3,0.8,1,0,0,0,Kern
35,33,90266,4,1.7,1,87,0,0,Los Angeles
55,21,92028,4,0.7,3,0,0,0,San Diego
36,35,94608,2,0.3,1,98,0,0,Alameda
66,105,93023,1,0.8,3,0,0,1,Ventura
38,103,94305,1,0.8,2,0,0,0,Santa Clara
58,75,92096,2,2.3,3,0,0,0,San Diego
41,33,94550,1,0.7,1,104,0,0,Alameda
60,52,94305,4,1.7,2,0,0,0,Santa Clara
47,89,94920,1,2.6,2,0,0,1,Marin
62,63,93109,1,2.5,3,0,0,0,Santa Barbara
48,84,94402,4,3.1,2,0,1,1,San Mateo
61,44,91302,4,2.1,1,0,0,0,Los Angeles
29,29,94720,3,1.0,1,0,0,0,Alameda
45,29,90005,1,0.3,3,0,0,0,Los Angeles
39,22,94035,2,0.3,2,0,0,0,Santa Clara
31,53,92093,4,2.2,1,114,0,0,San Diego
39,24,94611,2,0.3,2,0,0,0,Alameda
63,153,90045,1,1.3,1,455,0,0,Los Angeles
28,31,90024,2,0.3,2,0,0,0,Los Angeles
56,21,94542,2,0.7,2,0,0,0,Alameda
31,180,93108,2,6.7,1,0,0,0,Santa Barbara
46,82,91016,3,0.7,2,0,0,0,Los Angeles
42,90,95064,4,0.8,1,245,0,0,Santa Cruz
53,154,93407,4,7.4,3,0,1,0,San Luis Obispo
41,99,92096,2,1.8,2,0,0,0,San Diego
61,153,91105,1,2.6,2,0,1,1,Los Angeles
31,93,95032,2,3.1,2,0,1,0,Santa Clara
62,53,92121,1,0.0,2,0,0,0,San Diego
59,18,95814,3,1.3,2,104,0,1,Sacramento
49,70,91330,1,2.9,1,0,0,0,Los Angeles
65,100,92122,4,1.7,3,0,0,0,San Diego
30,193,94022,3,6.3,3,0,1,0,Santa Clara
32,125,95133,1,0.0,1,0,0,0,Santa Clara
56,68,94571,2,0.0,3,0,0,0,Solano
36,55,90009,1,2.0,1,95,0,0,Los Angeles
58,152,92182,4,3.6,3,0,1,0,San Diego
27,84,95814,3,1.5,1,0,0,0,Sacramento
41,13,91125,2,0.0,3,0,0,0,Los Angeles
59,33,91355,4,0.4,1,131,0,0,Los Angeles
56,89,92096,4,1.0,2,90,0,0,San Diego
52,93,91745,1,2.4,1,0,0,0,Los Angeles
35,68,90509,4,1.8,3,0,0,0,Los Angeles
47,85,93106,2,1.7,2,0,0,0,Santa Barbara
29,73,95039,1,0.8,2,0,0,0,Monterey
31,83,92131,4,2.2,2,106,0,0,San Diego
62,158,94301,2,6.3,3,0,1,0,Santa Clara
48,182,92626,4,6.0,3,0,1,0,Orange
60,102,94305,2,2.0,1,0,0,0,Santa Clara
35,53,91355,3,2.8,1,0,0,0,Los Angeles
40,175,92646,2,3.3,1,0,0,0,Orange
31,28,94538,3,1.0,1,0,0,0,Alameda
50,14,92037,4,0.8,1,0,0,0,San Diego
33,139,95828,1,4.0,3,106,1,1,Sacramento
37,34,95747,3,0.9,1,0,0,0,Placer
38,64,92093,1,1.5,3,0,0,0,San Diego
63,84,94607,4,0.1,2,0,0,0,Alameda
57,42,95070,3,0.5,2,0,0,0,Santa Clara
61,63,91605,1,1.6,1,0,0,0,Los Angeles
37,100,92735,3,1.2,3,341,0,0,Orange
51,190,95138,2,4.2,2,0,1,0,Santa Clara
44,22,90024,1,1.0,1,91,0,0,Los Angeles
63,20,90066,1,0.8,2,0,0,0,Los Angeles
43,21,95037,2,1.4,2,0,0,0,Santa Clara
38,25,95135,4,0.4,2,101,0,0,Santa Clara
34,20,92648,4,1.1,3,0,0,0,Orange
48,173,94546,3,0.2,1,0,1,1,Alameda
29,81,94115,2,2.5,1,0,0,0,San Francisco
37,139,95814,2,0.8,2,421,1,0,Sacramento
60,119,90266,2,3.9,1,0,0,0,Los Angeles
46,74,92821,4,2.6,3,104,0,0,Orange
34,42,92173,1,1.5,2,131,0,0,San Diego
56,73,94035,2,1.1,1,0,0,0,Santa Clara
57,114,94590,4,5.2,1,0,1,1,Solano
62,44,92093,2,1.0,3,0,0,0,San Diego
32,141,90005,2,4.33,1,0,0,0,Los Angeles
51,14,92182,2,0.0,1,103,0,0,San Diego
55,33,92660,2,0.4,3,0,0,0,Orange
60,83,94028,2,2.0,1,249,0,0,San Mateo
40,89,90011,4,0.8,1,155,0,0,Los Angeles
62,39,96003,4,2.2,1,0,0,0,Shasta
63,83,90025,3,2.0,3,0,0,0,Los Angeles
60,108,92152,2,2.0,1,359,0,0,San Diego
59,21,92028,3,1.3,2,0,0,0,San Diego
26,102,95521,1,1.9,1,0,0,0,Humboldt
56,48,94117,1,1.6,3,0,0,0,San Francisco
58,32,93014,3,1.4,1,0,0,0,Santa Barbara
57,43,95616,1,0.2,1,0,0,0,Yolo
48,35,94025,4,0.4,2,118,0,0,San Mateo
30,184,91911,1,6.0,1,0,0,0,San Diego
45,140,91024,2,7.6,1,132,0,0,Los Angeles
64,32,90065,3,0.7,2,0,0,0,Los Angeles
44,149,92121,1,1.7,1,0,0,0,San Diego
51,15,94720,4,0.6,3,0,0,0,Alameda
43,71,90089,3,2.33,2,0,0,0,Los Angeles
29,108,94304,4,1.8,2,0,0,0,Santa Clara
56,122,93555,2,0.5,1,0,0,0,Kern
65,40,94542,3,0.1,3,0,0,0,Alameda
46,198,95521,2,6.67,1,0,0,0,Humboldt
48,79,90245,4,1.4,2,0,0,0,Los Angeles
56,84,92672,1,0.1,3,0,0,0,Orange
61,31,92374,3,0.4,2,0,0,0,San Bernardino
46,12,90250,4,0.6,3,0,0,0,Los Angeles
58,88,93555,2,1.6,1,0,0,0,Kern
31,29,95405,2,0.3,2,131,0,0,Sonoma
27,201,95819,1,6.33,1,158,0,0,Sacramento
44,20,92780,1,1.4,3,0,0,0,Orange
44,15,90405,1,1.0,1,0,0,0,Los Angeles
51,155,94720,2,0.4,1,107,0,0,Alameda
39,25,95370,3,0.2,2,0,0,0,Tuolumne
32,200,91330,2,6.5,1,565,0,0,Los Angeles
33,101,93727,1,2.7,2,233,0,0,Fresno
40,19,92028,4,0.4,2,0,0,0,San Diego
36,188,91304,2,6.5,1,0,0,0,Los Angeles
52,8,95060,1,0.3,1,0,0,0,Santa Cruz
54,59,92867,2,2.3,3,152,0,0,Orange
26,72,92647,4,2.6,1,0,0,1,Orange
39,55,95821,1,1.5,3,0,0,0,Sacramento
46,24,90025,3,0.67,2,0,0,0,Los Angeles
57,19,95348,1,1.3,1,0,0,0,Merced
59,71,91335,2,2.3,3,150,0,0,Los Angeles
52,54,90049,2,1.5,2,0,0,0,Los Angeles
52,28,95405,1,0.3,3,0,0,0,Sonoma
50,25,91320,4,0.4,3,0,0,0,Ventura
41,51,94402,2,0.6,3,0,0,0,San Mateo
43,125,92122,3,2.4,1,0,1,0,San Diego
40,125,95125,2,2.2,1,0,0,0,Santa Clara
35,79,94720,4,2.1,3,182,0,0,Alameda
60,31,95051,3,0.4,2,0,0,0,Santa Clara
57,131,95133,2,2.7,1,394,0,0,Santa Clara
44,70,92399,1,0.2,2,230,0,0,San Bernardino
61,38,91129,3,0.9,3,82,0,0,Los Angeles
33,83,95211,1,2.5,1,0,0,1,San Joaquin
45,59,95008,1,2.4,1,0,0,1,Santa Clara
45,121,94066,1,4.7,1,0,0,0,San Mateo
64,42,95929,2,0.7,3,137,0,0,Butte
50,32,94701,4,1.8,1,109,0,0,Alameda
28,29,91105,4,0.8,1,135,0,0,Los Angeles
37,40,90065,2,1.1,2,0,0,0,Los Angeles
62,25,90740,3,0.3,3,0,0,0,Orange
29,21,90717,4,0.4,2,89,0,0,Los Angeles
49,79,95819,3,0.7,2,151,0,0,Sacramento
46,52,95814,2,2.1,3,221,0,0,Sacramento
60,61,95521,4,1.7,2,229,0,0,Humboldt
55,25,94720,2,0.2,1,0,0,0,Alameda
53,25,92008,2,0.4,1,0,0,0,San Diego
50,80,95616,4,4.9,1,0,0,0,Yolo
28,55,92647,4,1.7,2,0,0,0,Orange
42,23,95053,2,0.0,3,0,0,0,Santa Clara
33,60,90630,1,1.2,1,0,0,0,Orange
40,54,96003,2,0.7,1,0,0,0,Shasta
31,44,94720,4,0.8,1,0,0,0,Alameda
41,33,94309,4,0.0,2,0,0,0,Santa Clara
52,45,94720,2,2.0,2,121,0,0,Alameda
65,55,94526,4,1.67,3,89,0,0,Contra Costa
48,134,94105,1,5.0,1,0,0,0,San Francisco
45,44,94596,3,0.6,2,0,0,0,Contra Costa
64,22,92697,2,0.2,3,0,0,0,Orange
41,74,92691,3,2.33,2,0,0,0,Orange
43,128,92093,4,5.3,1,84,1,0,San Diego
60,62,94061,4,2.2,1,0,0,0,San Mateo
62,9,91320,1,0.1,1,94,0,0,Ventura
46,9,95023,2,0.7,3,0,0,0,San Benito
36,15,94720,2,0.3,2,119,0,0,Alameda
31,28,92037,4,0.8,1,0,0,0,San Diego
43,83,93109,3,0.5,3,0,0,0,Santa Barbara
46,73,91360,1,0.8,3,117,0,0,Ventura
50,42,94080,4,1.1,2,151,0,0,San Mateo
52,34,93117,2,0.7,2,114,0,0,Santa Barbara
27,32,94710,3,1.0,2,0,0,0,Alameda
34,68,94720,1,2.8,1,0,0,0,Alameda
49,82,95051,1,2.9,1,267,0,0,Santa Clara
52,19,90650,2,0.7,2,0,0,0,Los Angeles
37,60,95825,2,2.8,1,181,0,0,Sacramento
53,192,94720,1,1.7,1,601,0,0,Alameda
54,119,91355,3,2.0,1,0,1,1,Los Angeles
